Titulo,Custo de Producao,Arrecadacao Bruta,Distribuidora,Genero,Diretor,Nota Rotten Tomatoes,Nota IMDB,Votos IMDB
Tears of the Sun,75000000.0,85632458.0,Sony Pictures,Action,Antoine Fuqua,34.0,6.4,34304.0
The Big Tease,4000000.0,185577.0,Warner Bros.,Comedy,,,6.1,1610.0
Not Another Teen Movie,15000000.0,62401343.0,Sony Pictures,Comedy,,28.0,5.5,36678.0
Teeth,2000000.0,2300349.0,Roadside Attractions,Comedy,,,5.5,18.0
Bridge to Terabithia,25000000.0,136934139.0,Walt Disney Pictures,Drama,,85.0,7.4,34482.0
Terminator 3: Rise of the Machines,170000000.0,433058296.0,Warner Bros.,Action,Jonathan Mostow,,6.6,107667.0
Terminator Salvation: The Future Begins,200000000.0,371628539.0,Warner Bros.,Action,Joseph McGinty Nichol,,,
Transformers,151000000.0,708272592.0,Paramount Pictures,Action,Michael Bay,57.0,7.3,197131.0
Transformers: Revenge of the Fallen,210000000.0,836303693.0,Paramount Pictures,Action,Michael Bay,20.0,6.0,95786.0
"The Goods: Live Hard, Sell Hard",10000000.0,15122676.0,Paramount Vantage,Comedy,Neal Brennan,26.0,,
The Greatest Game Ever Played,25000000.0,15425073.0,Walt Disney Pictures,Drama,Bill Paxton,62.0,7.3,7876.0
The Ghost Writer,45000000.0,63241549.0,Summit Entertainment,Thriller/Suspense,Roman Polanski,84.0,7.6,22875.0
Joheunnom nabbeunnom isanghannom,10000000.0,42226657.0,,Action,,,7.4,5548.0
The Beach,50000000.0,39778599.0,20th Century Fox,Drama,Danny Boyle,19.0,4.5,229.0
The Box,25000000.0,26341896.0,Warner Bros.,Thriller/Suspense,Richard Kelly,45.0,6.8,418.0
The Wild Thornberrys,25000000.0,60694737.0,Paramount Pictures,Adventure,,,6.7,1104.0
Bug,4000000.0,7006708.0,Lionsgate,Drama,William Friedkin,,6.0,14164.0
They,17000000.0,12840842.0,Miramax/Dimension,Horror,,37.0,4.6,6550.0
The Eye,12000000.0,56706727.0,Lionsgate,Thriller/Suspense,,22.0,5.3,17304.0
The Fog,18000000.0,37048526.0,Sony Pictures,Horror,Rupert Wainwright,5.0,3.3,15760.0
The Thin Red Line,52000000.0,36400491.0,20th Century Fox,Drama,Terrence Malick,78.0,7.5,60966.0
Thirteen Days,80000000.0,66554547.0,New Line,Drama,Roger Donaldson,82.0,7.3,23578.0
The Kid,65000000.0,69688384.0,Walt Disney Pictures,Comedy,Jon Turteltaub,49.0,5.9,14927.0
The Man,20000000.0,10393696.0,New Line,Comedy,Les Mayfield,11.0,5.4,9356.0
House on Haunted Hill,19000000.0,40846082.0,Warner Bros.,Horror,William Malone,25.0,5.2,22795.0
The One,49000000.0,43905746.0,Sony Pictures,Action,James Wong,13.0,5.6,24416.0
Gwoemul,12000000.0,89006691.0,Magnolia Pictures,Action,,,7.1,26783.0
Thr3e,2400000.0,1060418.0,The Bigger Picture,Thriller/Suspense,,5.0,5.0,2825.0
Three to Tango,20000000.0,10570375.0,Warner Bros.,Romantic Comedy,,28.0,5.8,11148.0
The Thirteenth Floor,16000000.0,11810854.0,Sony Pictures,Thriller/Suspense,,28.0,6.7,19939.0
The 13th Warrior,125000000.0,61698899.0,Walt Disney Pictures,Action,John McTiernan,33.0,6.3,36151.0
The Tuxedo,60000000.0,50586000.0,Dreamworks SKG,Action,,22.0,5.0,19370.0
The Tigger Movie,20000000.0,55159800.0,Walt Disney Pictures,Adventure,,61.0,6.0,2986.0
Timeline,80000000.0,26703184.0,Paramount Pictures,Adventure,Richard Donner,11.0,5.3,19318.0
The Adventures of Tintin: Secret of the Unicorn,130000000.0,0.0,Paramount Pictures,Adventure,Steven Spielberg,,,
Thirteen,2000000.0,6302406.0,Fox Searchlight,Drama,Catherine Hardwicke,,7.0,31482.0
Titan A.E.,75000000.0,36751979.0,20th Century Fox,Adventure,Don Bluth,51.0,6.4,22286.0
Titanic,200000000.0,1842879955.0,Paramount Pictures,Thriller/Suspense,James Cameron,82.0,7.4,240732.0
The Kids Are All Right,4000000.0,20553799.0,Focus Features,Comedy,,96.0,7.8,3093.0
The League of Extraordinary Gentlemen,78000000.0,179265204.0,20th Century Fox,Adventure,Stephen Norrington,17.0,5.5,50710.0
The Time Machine,80000000.0,98983590.0,Dreamworks SKG,Adventure,,28.0,5.6,32465.0
Tomcats,11000000.0,13558739.0,Sony Pictures,Comedy,,15.0,4.9,9505.0
The Mist,13000000.0,54777490.0,MGM,Horror,Frank Darabont,73.0,7.4,76830.0
TMNT,35000000.0,95009888.0,Warner Bros.,Action,,,6.6,26178.0
Tomorrow Never Dies,110000000.0,339504276.0,MGM,Action,Roger Spottiswoode,55.0,6.4,46650.0
The Royal Tenenbaums,28000000.0,71430876.0,Walt Disney Pictures,Black Comedy,Wes Anderson,79.0,7.6,82349.0
Lara Croft: Tomb Raider: The Cradle of Life,90000000.0,156453758.0,Paramount Pictures,Adventure,Jan De Bont,,5.2,32832.0
Lara Croft: Tomb Raider,94000000.0,274644183.0,Paramount Pictures,Adventure,Simon West,,5.4,55582.0
The Day After Tomorrow,125000000.0,544272402.0,20th Century Fox,Adventure,Roland Emmerich,46.0,6.3,92241.0
Topsy Turvy,20000000.0,6201757.0,USA Films,Musical,Mike Leigh,,7.1,6215.0
Torque,40000000.0,46176322.0,Warner Bros.,Action,,23.0,3.5,12986.0
The Others,17000000.0,209947037.0,Miramax,Horror,,84.0,7.8,86091.0
The Town,37000000.0,33180607.0,Warner Bros.,Drama,Ben Affleck,84.0,8.7,493.0
Toy Story 2,90000000.0,484966906.0,Walt Disney Pictures,Adventure,John Lasseter,100.0,8.0,119357.0
Toy Story 3,200000000.0,1046340665.0,Walt Disney Pictures,Adventure,,99.0,8.9,67380.0
The Taking of Pelham 123,110000000.0,148989667.0,Sony Pictures,Action,Tony Scott,,6.5,33452.0
Treasure Planet,100000000.0,91800000.0,Walt Disney Pictures,Adventure,,69.0,6.6,12099.0
Traffic,48000000.0,208300000.0,USA Films,Drama,Steven Soderbergh,91.0,7.8,85759.0
Thomas and the Magic Railroad,19000000.0,15911332.0,Destination Films,Adventure,,19.0,2.7,1613.0
Training Day,45000000.0,104505362.0,Warner Bros.,Drama,Antoine Fuqua,72.0,7.6,82057.0
Traitor,22000000.0,27664173.0,Overture Films,Thriller/Suspense,,61.0,7.1,22468.0
Trapped,30000000.0,6916869.0,Sony Pictures,Thriller/Suspense,,18.0,6.0,10685.0
The Ring,48000000.0,249094024.0,Dreamworks SKG,Horror,Gore Verbinski,71.0,5.5,589.0
Trippin',3000000.0,9017070.0,October Films,Comedy,,8.0,4.6,673.0
Star Trek,140000000.0,385680447.0,Paramount Pictures,Adventure,J.J. Abrams,94.0,8.2,134187.0
The Terminal,75000000.0,218673959.0,Dreamworks SKG,Drama,Steven Spielberg,60.0,7.1,79803.0
Transamerica,1000000.0,15151744.0,Weinstein Co.,Drama,,76.0,7.6,19343.0
The Transporter 2,32000000.0,85095856.0,20th Century Fox,Action,Louis Leterrier,,6.6,51005.0
The Transporter,21000000.0,43928932.0,20th Century Fox,Action,Corey Yuen,53.0,6.6,51005.0
The Road,25000000.0,23914270.0,Weinstein Co.,Drama,,75.0,7.5,39124.0
Tropic Thunder,90000000.0,188163455.0,Paramount Pictures,Comedy,Ben Stiller,83.0,7.2,104839.0
Troy,150000000.0,497398577.0,Warner Bros.,Action,Wolfgang Petersen,54.0,7.0,129575.0
xXx,70000000.0,267200000.0,Sony Pictures,Action,Rob Cohen,48.0,5.5,52636.0
Ta Ra Rum Pum,7400000.0,9443864.0,Yash Raj Films,Comedy,,67.0,5.1,1051.0
The Truman Show,60000000.0,248400000.0,Paramount Pictures,Drama,Peter Weir,95.0,8.0,156346.0
Trust the Man,9000000.0,2548378.0,Fox Searchlight,Comedy,,27.0,5.8,5262.0
Where the Truth Lies,25000000.0,1415656.0,ThinkFilm,Drama,Atom Egoyan,41.0,6.6,8951.0
Tarzan,145000000.0,448191819.0,Walt Disney Pictures,Adventure,Kevin Lima,88.0,6.9,26871.0
The Secret in Their Eyes,3500000.0,6374789.0,Sony Pictures Classics,Drama,,,,
Tsotsi,3000000.0,9879971.0,Miramax,Drama,Gavin Hood,,7.4,13167.0
Teacher's Pet: The Movie,10000000.0,6491969.0,Walt Disney Pictures,Comedy,,,,
The Time Traveler's Wife,39000000.0,98666635.0,Warner Bros.,Drama,,37.0,7.1,23908.0
The Touch,20000000.0,5918742.0,Miramax,,,,4.5,1031.0
Tuck Everlasting,15000000.0,19344615.0,Walt Disney Pictures,Drama,Jay Russell,61.0,6.5,6639.0
Thumbsucker,4000000.0,1919197.0,Sony Pictures Classics,Comedy,,70.0,6.7,12109.0
Turbulence,55000000.0,11532774.0,MGM,Thriller/Suspense,,17.0,4.5,5147.0
Turistas,10000000.0,14321070.0,20th Century Fox,Thriller/Suspense,,,6.9,83.0
The Wash,4000000.0,10097096.0,Lionsgate,Comedy,,8.0,3.6,3095.0
Two Girls and a Guy,1000000.0,2315026.0,Fox Searchlight,Drama,James Toback,,5.6,3722.0
The Wild,80000000.0,99384046.0,Walt Disney Pictures,Adventure,,19.0,5.4,8498.0
Twilight,20000000.0,15055091.0,Paramount Pictures,Drama,,60.0,6.1,4840.0
Twisted,50000000.0,40119848.0,Paramount Pictures,Thriller/Suspense,Philip Kaufman,2.0,4.8,83.0
The Twilight Saga: New Moon,50000000.0,702623634.0,Summit Entertainment,Drama,Chris Weitz,28.0,,
The Twilight Saga: Eclipse,68000000.0,688155447.0,Summit Entertainment,Drama,David Slade,51.0,,
Twilight,37000000.0,396439854.0,Summit Entertainment,Drama,Catherine Hardwicke,50.0,6.1,4840.0
Town & Country,105000000.0,10364769.0,New Line,Romantic Comedy,Peter Chelsom,13.0,4.4,2889.0
200 Cigarettes,6000000.0,6852450.0,Paramount Pictures,Romantic Comedy,,30.0,5.4,8645.0
The Texas Chainsaw Massacre: The Beginning,16000000.0,50517763.0,New Line,Horror,,,5.8,20196.0
The Texas Chainsaw Massacre,9000000.0,107071655.0,New Line,Horror,,36.0,6.1,39172.0
Texas Rangers,38000000.0,623374.0,Miramax,Western,Steve Miner,,5.0,2645.0
Tom yum goong,5700000.0,43044087.0,Weinstein Co.,Action,,,6.9,13929.0
Thank You For Smoking,7500000.0,39232211.0,Fox Searchlight,Black Comedy,Jason Reitman,,7.8,65340.0
U2 3D,15000000.0,22664070.0,National Geographic Entertainment,Concert/Performance,Catherine Owens,,8.3,2090.0
U-571,62000000.0,127630030.0,Universal,Action,Jonathan Mostow,68.0,6.4,32528.0
Undercover Brother,25000000.0,38230435.0,Universal,Comedy,Malcolm D. Lee,76.0,5.7,14237.0
Underclassman,25000000.0,5654777.0,Miramax,Thriller/Suspense,,,3.3,3249.0
Dodgeball: A True Underdog Story,30000000.0,167726736.0,20th Century Fox,Comedy,,,6.6,65329.0
The Ugly Truth,38000000.0,203115214.0,Sony Pictures,Romantic Comedy,Robert Luketic,14.0,6.4,27888.0
Ultraviolet,30000000.0,20722064.0,Sony/Screen Gems,Action,,9.0,4.0,28547.0
Unaccompanied Minors,25000000.0,21949214.0,Warner Bros.,Comedy,,,3.7,4133.0
Unbreakable,73243106.0,248099143.0,Walt Disney Pictures,Thriller/Suspense,M. Night Shyamalan,68.0,7.3,97324.0
The Unborn,16000000.0,77208315.0,Universal,Horror,David Goyer,11.0,4.5,15331.0
Undead,750000.0,187847.0,Lionsgate,Horror,,,5.6,6957.0
Underworld,22000000.0,95708457.0,Sony Pictures,Action,Len Wiseman,30.0,6.7,65690.0
Undiscovered,9000000.0,1069318.0,Lionsgate,Romantic Comedy,,8.0,3.7,1981.0
Undisputed,20000000.0,12398628.0,Miramax,Drama,Walter Hill,49.0,5.8,6837.0
Underworld: Evolution,45000000.0,111318875.0,Sony/Screen Gems,Action,Len Wiseman,15.0,6.6,48551.0
An Unfinished Life,30000000.0,18535575.0,Miramax,Drama,Lasse Hallstrom,53.0,7.1,11770.0
Unfaithful,50000000.0,119114494.0,20th Century Fox,Drama,Adrian Lyne,48.0,6.6,23998.0
Universal Soldier II: The Return,40000000.0,10717421.0,Sony Pictures,Action,,,3.4,10233.0
,3700000.0,3080493.0,IFC Films,Thriller/Suspense,,39.0,6.6,11986.0
Danny the Dog,43000000.0,49037621.0,Focus/Rogue Pictures,Action,Louis Leterrier,,7.1,36119.0
Untraceable,35000000.0,52649951.0,Sony/Screen Gems,Thriller/Suspense,,15.0,6.1,21922.0
Up,175000000.0,731304609.0,Walt Disney Pictures,Adventure,Pete Docter,98.0,8.4,110491.0
Up in the Air,30000000.0,166077420.0,Paramount Pictures,Drama,Jason Reitman,90.0,,
The Upside of Anger,12000000.0,27361993.0,New Line,Drama,Mike Binder,,7.0,12317.0
Urban Legend,14000000.0,72571864.0,Sony Pictures,Horror,,21.0,5.2,19113.0
Urban Legends: Final Cut,15000000.0,38574362.0,Sony Pictures,Horror,,9.0,3.7,7609.0
Urbania,225000.0,1032075.0,Lionsgate,Drama,,73.0,6.7,2218.0
Valkyrie,75000000.0,198686497.0,United Artists,Thriller/Suspense,Bryan Singer,61.0,7.3,54343.0
Valiant,35000000.0,61746888.0,Walt Disney Pictures,Adventure,,30.0,5.6,7158.0
Valentine,10000000.0,20384136.0,Warner Bros.,Horror,,9.0,4.3,11435.0
Cirque du Freak: The Vampire's Assistant,40000000.0,34372469.0,Universal,Action,Paul Weitz,37.0,6.1,9539.0
The Legend of Bagger Vance,60000000.0,39235486.0,Dreamworks SKG,Drama,Robert Redford,43.0,6.4,21995.0
Raising Victor Vargas,800000.0,2811439.0,Samuel Goldwyn Films,Drama,Peter Sollett,,7.1,3719.0
In the Valley of Elah,23000000.0,24489150.0,Warner Bros.,Drama,Paul Haggis,73.0,7.4,27529.0
Venom,25000000.0,881745.0,Miramax/Dimension,Horror,,10.0,4.6,4220.0
Venus,6000000.0,4022411.0,Miramax,Drama,,89.0,,
Vanity Fair,23000000.0,19123851.0,Focus Features,Drama,Mira Nair,50.0,6.2,9343.0
V for Vendetta,50000000.0,132511035.0,Warner Bros.,Action,James McTeigue,73.0,8.2,224636.0
The Velocity of Gary,4000000.0,34145.0,Sony Pictures,,,,,
Van Helsing,170000000.0,300150546.0,Universal,Action,Stephen Sommers,22.0,5.5,68846.0
The Village,71682975.0,260197520.0,Walt Disney Pictures,Thriller/Suspense,M. Night Shyamalan,42.0,6.6,88928.0
The Virgin Suicides,6000000.0,4859475.0,Paramount Vantage,Black Comedy,Sofia Coppola,,7.2,49110.0
Virus,75000000.0,30626690.0,Universal,Action,,9.0,4.5,10487.0
The Visitor,4000000.0,16194905.0,Overture Films,Comedy,,90.0,6.8,318.0
A Very Long Engagement,55000000.0,59606587.0,Warner Bros.,Drama,Jean-Pierre Jeunet,,,
Vertical Limit,75000000.0,213500000.0,Sony Pictures,Action,Martin Campbell,47.0,5.6,24294.0
Vampires,20000000.0,20268825.0,Sony Pictures,Horror,John Carpenter,33.0,6.8,54.0
Vanilla Sky,70000000.0,202726605.0,Paramount Pictures,Thriller/Suspense,Cameron Crowe,39.0,6.9,87820.0
Volcano,90000000.0,120100000.0,20th Century Fox,Action,Mick Jackson,42.0,5.2,21313.0
Volver,9400000.0,85599867.0,Sony Pictures Classics,Comedy,Pedro Almodovar,92.0,4.4,288.0
Kurtlar vadisi - Irak,8300000.0,24906717.0,,Action,,,5.7,7936.0
The Flintstones in Viva Rock Vegas,58000000.0,59431365.0,Universal,Comedy,Brian Levant,24.0,3.3,5491.0
Varsity Blues,16000000.0,54294169.0,Paramount Pictures,Drama,Brian Robbins,39.0,6.0,18066.0
Valentine's Day,52000000.0,215771698.0,Warner Bros.,Romantic Comedy,Garry Marshall,17.0,5.7,17599.0
National Lampoon's Van Wilder,6000000.0,37975553.0,Artisan,Comedy,,,,
The Wackness,6000000.0,2635650.0,Sony Pictures Classics,Comedy,,69.0,7.1,13257.0
Wag the Dog,15000000.0,64252038.0,New Line,Drama,Barry Levinson,84.0,7.0,36092.0
Wah-Wah,7000000.0,463039.0,IDP/Goldwyn/Roadside,,Richard E. Grant,,6.8,1889.0
Waiting...,1125000.0,16285543.0,Lionsgate,Comedy,,30.0,,
Waking Ned Devine,3000000.0,55193251.0,20th Century Fox,Comedy,,82.0,,
WALL-E,180000000.0,532743103.0,Walt Disney Pictures,Comedy,Andrew Stanton,96.0,8.5,182257.0
War,25000000.0,40666994.0,Lionsgate,Action,,,6.2,28771.0
"War, Inc.",10000000.0,1296184.0,First Look,Black Comedy,,29.0,,
Red Cliff,40000000.0,119627047.0,Magnolia Pictures,Action,John Woo,,,
The War of the Worlds,132000000.0,591745532.0,Paramount Pictures,Action,Steven Spielberg,,7.2,12074.0
Watchmen,138000000.0,184068357.0,Warner Bros.,Action,Zack Snyder,64.0,7.8,132250.0
Water,3000000.0,8119205.0,Fox Searchlight,Drama,Deepa Mehta,,,
Waitress,1500000.0,22202180.0,Fox Searchlight,Romantic Comedy,Adrienne Shelly,89.0,7.2,20384.0
The Wendell Baker Story,8000000.0,127188.0,ThinkFilm,Comedy,Luke Wilson,,5.5,3535.0
Winter's Bone,2000000.0,5951693.0,Roadside Attractions,Drama,,95.0,8.2,1704.0
Wonder Boys,35000000.0,33422485.0,Paramount Pictures,Comedy,Curtis Hanson,81.0,7.5,31572.0
Waltz with Bashir,2000000.0,11125664.0,Sony Pictures Classics,Documentary,,,,
White Chicks,20000000.0,111448997.0,Sony Pictures,Comedy,Keenen Ivory Wayans,15.0,5.0,25970.0
Wolf Creek,1100000.0,27649774.0,Weinstein Co.,Horror,,,6.3,22594.0
The Wedding Planner,28000000.0,94728529.0,Sony Pictures,Romantic Comedy,Adam Shankman,16.0,4.8,18717.0
Wonderland,5500000.0,1060512.0,Lionsgate,Drama,,35.0,6.6,11966.0
Taking Woodstock,29000000.0,10061080.0,Focus Features,Drama,Ang Lee,48.0,6.8,8778.0
The Widow of St. Pierre,13000000.0,3058380.0,Lionsgate,Drama,,,,
The Wedding Crashers,40000000.0,283218368.0,New Line,Comedy,David Dobkin,,,
The Wedding Date,15000000.0,47175038.0,Universal,Romantic Comedy,,10.0,5.5,12205.0
Tumbleweeds,312000.0,1788168.0,Fine Line,Drama,,84.0,6.4,2152.0
We Own the Night,28000000.0,54700285.0,Sony Pictures,Drama,James Gray,56.0,7.0,38163.0
We Were Soldiers,70000000.0,114658262.0,Paramount Pictures,Drama,,62.0,6.9,42580.0
The World's Fastest Indian,25000000.0,16509706.0,Magnolia Pictures,Drama,Roger Donaldson,82.0,7.9,19687.0
Les herbes folles,14000000.0,1877556.0,Sony Pictures Classics,Thriller/Suspense,,,6.7,915.0
What a Girl Wants,25000000.0,35990505.0,Warner Bros.,Comedy,Dennie Gordon,34.0,5.7,12561.0
Whale Rider,4300000.0,38833352.0,Palm Pictures,Drama,,90.0,7.7,21814.0
Walk Hard: The Dewey Cox Story,35000000.0,20575121.0,Sony Pictures,Comedy,,74.0,6.7,28032.0
Where the Heart Is,15000000.0,40862054.0,20th Century Fox,Drama,,34.0,6.4,13302.0
Whipped,3000000.0,4142507.0,Destination Films,Comedy,,13.0,4.2,2973.0
Whip It,15000000.0,13043363.0,Fox Searchlight,Comedy,Drew Barrymore,84.0,7.1,14068.0
Welcome Home Roscoe Jenkins,27500000.0,43607627.0,Universal,Comedy,Malcolm D. Lee,23.0,4.5,5700.0
When a Stranger Calls,15000000.0,66966987.0,Sony/Screen Gems,Horror,Simon West,9.0,4.7,16505.0
What Dreams May Come,80000000.0,71485043.0,Polygram,Drama,,55.0,6.6,30486.0
The White Countess,16000000.0,2814566.0,Sony Pictures Classics,Drama,James Ivory,51.0,6.5,2855.0
Wicker Park,30000000.0,13400080.0,MGM,Thriller/Suspense,Paul McGuigan,24.0,6.9,18987.0
Where the Wild Things Are,100000000.0,99123656.0,Warner Bros.,Adventure,Spike Jonze,73.0,7.2,30669.0
Wild Things,20000000.0,55576699.0,Sony Pictures,Thriller/Suspense,,64.0,6.6,40110.0
Wimbledon,35000000.0,41862585.0,Universal,Romantic Comedy,,60.0,6.3,21996.0
Windtalkers,115000000.0,77628265.0,MGM,Action,John Woo,32.0,5.8,26421.0
Because of Winn-Dixie,15000000.0,33589427.0,20th Century Fox,Comedy,Wayne Wang,53.0,6.1,3720.0
Wing Commander,30000000.0,11578022.0,20th Century Fox,Action,,11.0,3.7,9460.0
Without Limits,25000000.0,780326.0,Warner Bros.,Drama,,78.0,6.9,3369.0
What Just Happened,27000000.0,2412123.0,Magnolia Pictures,Comedy,Barry Levinson,,5.9,12537.0
What Lies Beneath,90000000.0,288693989.0,Dreamworks SKG,Thriller/Suspense,Robert Zemeckis,45.0,6.5,45633.0
Walk the Line,29000000.0,184319402.0,20th Century Fox,Drama,James Mangold,82.0,7.9,85235.0
A Walk to Remember,11000000.0,46060915.0,Warner Bros.,Drama,Adam Shankman,28.0,7.1,38045.0
Willard,20000000.0,6882696.0,New Line,Horror,,65.0,6.2,7702.0
Wild Wild West,175000000.0,222105681.0,Warner Bros.,Adventure,Barry Sonnenfeld,21.0,4.3,54183.0
White Noise 2: The Light,10000000.0,8243567.0,Focus Features,Horror,,86.0,5.9,5647.0
White Noise,10000000.0,92094360.0,Universal,Drama,,9.0,,
Wanted,75000000.0,340934768.0,Universal,Action,Timur Bekmambetov,71.0,6.4,1089.0
Woman on Top,8000000.0,10192613.0,Fox Searchlight,Romantic Comedy,,35.0,4.9,4743.0
The Wolf Man,150000000.0,142422252.0,Universal,Horror,Joe Johnston,,7.4,6099.0
X-Men Origins: Wolverine,150000000.0,374825760.0,20th Century Fox,Action,Gavin Hood,,6.7,79499.0
The Women,16000000.0,50042410.0,Picturehouse,Comedy,,13.0,7.9,5519.0
Woo,13000000.0,8064972.0,New Line,Romantic Comedy,,5.0,3.4,982.0
The Wood,6000000.0,25059640.0,Paramount Pictures,Comedy,,61.0,6.1,3224.0
Without a Paddle,30000000.0,65121280.0,Paramount Pictures,Comedy,,15.0,5.7,17207.0
What's the Worst That Could Happen?,30000000.0,38462071.0,MGM,Comedy,,10.0,5.0,6727.0
Winter Passing,3500000.0,113783.0,Focus Features,Drama,,40.0,6.4,4360.0
What Planet Are You From?,50000000.0,6291602.0,Sony Pictures,Comedy,Mike Nichols,42.0,5.4,5304.0
Wordplay,500000.0,3177636.0,IFC Films,Documentary,,,7.4,2222.0
The Wrestler,6000000.0,43236603.0,Fox Searchlight,Drama,Darren Aronofsky,98.0,8.2,93301.0
Walking Tall,56000000.0,47313824.0,MGM,Action,Kevin Bray,25.0,6.0,20517.0
World Trade Center,65000000.0,163278893.0,Paramount Pictures,Drama,Oliver Stone,69.0,6.2,34341.0
The Watcher,33000000.0,47267829.0,Universal,Thriller/Suspense,,10.0,3.7,959.0
The Weather Man,20000000.0,15466961.0,Paramount Pictures,Drama,Gore Verbinski,58.0,6.9,35394.0
Sky Captain and the World of Tomorrow,70000000.0,49730854.0,Paramount Pictures,Adventure,,72.0,6.3,40281.0
Whiteout,35000000.0,12254746.0,Warner Bros.,Thriller/Suspense,Dominic Sena,7.0,5.3,10044.0
The Waterboy,23000000.0,190191646.0,Walt Disney Pictures,Comedy,Frank Coraci,32.0,5.7,43251.0
Wrong Turn,10000000.0,28649556.0,20th Century Fox,Horror,,40.0,5.8,119.0
What Women Want,65000000.0,372100000.0,Paramount Pictures,Romantic Comedy,Nancy Meyers,53.0,6.3,54525.0
The Way of the Gun,9000000.0,13061935.0,Artisan,Action,,48.0,6.5,17513.0
The X-Files: I Want to Believe,35000000.0,68369434.0,20th Century Fox,Action,,,5.9,35433.0
The X Files: Fight the Future,66000000.0,189176423.0,20th Century Fox,Action,,,,
Extraordinary Measures,31000000.0,12697741.0,CBS Films,Drama,Tom Vaughan,27.0,6.4,3770.0
X-Men,75000000.0,334627820.0,20th Century Fox,Action,Bryan Singer,82.0,7.4,120706.0
X2,125000000.0,407711549.0,20th Century Fox,Action,Bryan Singer,,7.8,112320.0
X-Men: The Last Stand,150000000.0,459359555.0,20th Century Fox,Action,Brett Ratner,57.0,6.9,109125.0
The Exploding Girl,40000.0,25572.0,Oscilloscope Pictures,,Bradley Rust Grey,,6.2,260.0
The Expendables,82000000.0,240484023.0,Lionsgate,Action,Sylvester Stallone,40.0,7.1,42427.0
XXX: State of the Union,60000000.0,71073932.0,Sony Pictures,Action,Lee Tamahori,,4.1,19527.0
The Yards,20000000.0,2282710.0,Miramax,Drama,James Gray,64.0,6.3,8784.0
The Divine Secrets of the Ya-Ya Sisterhood,27000000.0,73826768.0,Warner Bros.,Comedy,,,,
You Can Count on Me,1200000.0,11005992.0,Paramount Vantage,Drama,,95.0,7.7,14261.0
Year One,60000000.0,57604723.0,Sony Pictures,Comedy,Harold Ramis,14.0,5.0,23091.0
Yes,1700000.0,661221.0,Sony Pictures Classics,Drama,,,,
Yes Man,50000000.0,225990976.0,Warner Bros.,Comedy,Peyton Reed,43.0,7.0,62150.0
You Kill Me,4000000.0,2426851.0,IFC Films,Black Comedy,John Dahl,78.0,6.7,9498.0
"Yours, Mine and Ours",45000000.0,72359917.0,Paramount Pictures,Comedy,Raja Gosnell,,7.6,259.0
You've Got Mail,65000000.0,250800000.0,Warner Bros.,Drama,Nora Ephron,68.0,6.2,52587.0
Youth in Revolt,18000000.0,17585588.0,Weinstein/Dimension,Comedy,,,6.7,14670.0
Y Tu Mama Tambien (And Your Mother Too),5000000.0,33649881.0,IFC Films,Drama,Alfonso Cuaron,,,
Yu-Gi-Oh,20000000.0,28762690.0,Warner Bros.,Adventure,,,,
The Young s,800000.0,58163.0,Indican Pictures,,,,4.5,98.0
